0,0.0,0.0,0.0,230.5,0.0
1,0.0,0.0,0.0,230.6,0.0
2,0.0,0.0,0.0,230.6,0.0
3,0.0,0.0,0.0,230.6,0.0
4,7.6,17.1,6538.3,230.7,0.098
5,11.0,23.5,6532.9,230.7,0.115
6,11.1,23.5,6532.8,230.4,0.115
7,11.0,23.5,6532.8,230.4,0.115
8,10.8,23.5,6532.7,230.3,0.115
9,11.1,23.6,6532.8,230.4,0.115
10,11.0,23.5,6532.8,230.3,0.115
11,10.9,23.5,6532.8,230.3,0.115
12,11.1,23.6,6532.8,230.3,0.116
13,10.9,23.5,6532.8,230.3,0.115
14,11.1,23.7,6532.7,230.3,0.116
15,11.0,23.5,6532.9,230.3,0.115
16,11.0,23.6,6532.7,230.4,0.116
17,11.0,23.5,6532.8,230.3,0.115
18,11.1,23.5,6532.9,230.3,0.115
19,10.9,23.6,6532.7,230.3,0.115
20,10.9,23.5,6532.8,230.3,0.115
21,10.9,23.6,6532.7,230.3,0.115
22,10.9,23.6,6532.7,230.3,0.115
23,11.0,23.7,6532.6,230.5,0.116
24,11.0,23.6,6532.7,230.4,0.116
25,11.0,23.6,6532.8,230.5,0.116
26,11.0,23.7,6532.7,230.5,0.116
27,10.9,23.7,6532.7,230.5,0.115
28,11.0,23.6,6532.8,230.6,0.115
29,10.9,23.6,6532.5,230.6,0.116
30,11.1,23.7,6532.7,230.6,0.116
31,11.0,23.6,6532.7,230.6,0.115
32,6.3,13.6,6541.5,230.6,0.088
33,0.0,0.0,0.0,230.6,0.0
