0,0.0,0.0,0,0.0
1,0.0,0.0,0,0.0
2,0.0,0.0,0,0.0
3,1864.4,1864.4,0,0.0
4,1861.5,1861.5,0,0.0
5,1857.5,1857.5,0,0.0
6,1855.6,1855.6,0,0.0
7,1855.6,1855.6,0,0.0
8,1852.3,1852.3,0,0.0
9,1851.0,1851.0,0,0.0
10,1848.4,1848.4,0,0.0
11,1847.3,1847.3,0,6552.6
12,1843.7,1843.7,0,6552.6
13,1841.7,1841.7,0,0.0
14,1839.6,1839.6,0,6552.6
15,1840.4,1840.4,0,6552.6
16,1838.9,1838.9,0,6552.6
17,1838.4,1838.4,0,6552.5
18,1837.9,1837.9,0,6552.6
19,1838.0,1838.0,0,6552.6
20,1834.7,1834.7,0,6552.6
21,1836.3,1836.3,0,6552.6
22,1835.3,1835.3,0,0.0
23,1834.5,1834.5,0,6552.6
24,1835.4,1835.4,0,0.0
25,1837.8,1837.8,0,6552.6
26,1837.8,1837.8,0,6552.6
27,1841.0,1841.0,0,6552.5
28,1841.1,1841.1,0,6552.5
29,1840.7,1840.7,0,6552.5
30,1840.1,1840.1,0,6552.6
31,1035.4,1035.4,0,0.0
32,0.0,0.0,0,0.0
33,0.0,0.0,0,0.0
34,0.0,0.0,0,0.0
