0,0.0,0.0,0,0.0
1,0.0,0.0,0,0.0
2,713.7,1375.6,0,1375.6
3,830.9,1864.4,0,1864.4
4,830.3,1862.9,0,1862.9
5,828.3,1857.8,0,1857.8
6,827.3,1855.6,0,1855.6
7,826.2,1852.7,0,1852.7
8,825.0,1849.5,0,1849.5
9,825.0,1849.5,0,1846.6
10,823.4,1846.6,0,1845.3
11,822.6,1845.3,0,1845.3
12,821.7,1842.9,0,1842.9
13,821.2,1841.8,0,1841.8
14,821.0,1841.5,0,1841.5
15,820.8,1841.6,0,1841.6
16,820.3,1839.9,0,1839.9
17,820.2,1839.9,0,1839.9
18,820.2,1840.6,0,1840.6
19,820.0,1840.4,0,1840.4
20,819.4,1837.8,0,1837.8
21,818.7,1834.9,0,1834.9
22,818.0,1832.1,0,1832.1
23,817.5,1830.0,0,1830.0
24,817.6,1831.1,0,1831.1
25,817.8,1831.9,0,1831.9
26,817.6,1831.4,0,1831.4
27,817.1,1829.3,0,1829.3
28,817.4,1830.7,0,1830.7
29,817.4,1828.3,0,1828.3
30,816.9,1828.3,0,1828.3
31,816.8,1828.3,0,1828.3
32,817.1,1829.5,0,1829.5
33,817.2,1830.4,0,1830.4
34,817.0,1829.7,0,1829.7
35,816.9,1829.2,0,1829.2
36,489.5,659.2,0,659.2
