Haarföhn,573.2,573.2,0.0,2.698
Heizlüfter,601.2,601.4,16.2,2.586
Wasserkocher,1854.3,1854.3,0.0,8.232
Toaster,738.0,738.0,0.0,3.241
Stabmixer,76.2,76.7,8.0,0.3345
