0,0.0,0.0,0,0.0
1,0.0,0.0,0,0.0
2,84.7,84.7,0,0.0
3,416.8,416.8,0,6550.9
4,402.2,402.2,0,6549.6
5,344.4,344.4,0,6548.6
6,281.4,281.4,0,6548.2
7,219.2,219.3,0,6548.3
8,206.2,206.2,0,6548.4
9,196.8,196.9,0,6548.3
10,189.5,189.6,0,6548.4
11,183.5,183.5,0,6548.5
12,173.2,173.2,0,6548.5
13,168.7,168.7,0,6548.6
14,168.7,168.7,0,6548.7
15,164.6,164.7,0,6548.7
16,160.4,160.5,0,6548.8
17,153.5,153.6,0,6548.9
18,150.0,150.1,0,6549.0
19,146.9,146.9,0,6549.1
20,143.9,143.9,0,6549.1
21,140.8,140.9,0,6549.2
22,135.6,135.6,0,6549.2
23,133.1,133.2,0,6549.4
24,130.7,130.7,0,6549.6
25,128.4,128.5,0,6549.5
26,124.0,124.0,0,6549.6
27,122.2,122.3,0,6549.7
28,120.2,120.3,0,6549.8
29,18.4,18.4,0,0.0
30,0.0,0.0,0,0.0
31,0.0,0.0,0,0.0
32,0.0,0.0,0,0.0
33,0.0,0.0,0,0.0
34,0.0,0.0,0,0.0
35,0.0,0.0,0,0.0
36,0.0,0.0,0,0.0
37,0.0,0.0,0,0.0
38,0.0,0.0,0,0.0
39,0.0,0.0,0,0.0
40,0.0,0.0,0,0.0
41,0.0,0.0,0,0.0
