0,0.0,0.0,0,0.0
1,0.0,0.0,0,0.0
2,0.0,0.0,0,0.0
3,0.0,0.0,0,0.0
4,6.7,7.1,0,6551.3
5,6.7,7.1,0,6551.3
6,6.7,7.1,0,6551.3
7,6.6,6.9,0,6551.5
8,6.6,7.0,0,6551.4
9,6.7,7.1,0,6551.2
10,6.6,7.0,0,6551.3
11,6.6,7.0,0,6551.3
12,6.7,7.1,0,6551.3
13,6.7,7.0,0,6551.5
14,6.6,7.0,0,6551.3
15,6.6,6.9,0,6551.4
16,6.6,6.9,0,6551.2
17,6.6,7.1,0,6551.2
18,6.6,7.0,0,6551.3
19,6.7,7.1,0,6551.3
20,6.5,6.9,0,6551.4
21,6.6,7.0,0,6551.4
22,6.5,7.0,0,6551.2
23,6.5,7.0,0,6551.2
24,6.6,7.0,0,6551.4
25,6.5,6.9,0,6551.4
26,6.6,7.0,0,6551.4
27,6.4,6.8,0,6551.5
28,0.0,0.0,0,0.0
29,0.0,0.0,0,0.0
30,0.0,0.0,0,0.0
